QTD_CPC_10D,QTD_CPC_1M,QTD_CPC_3M,QTD_CPC_6M,QTD_CP_10D,QTD_CP_1M,QTD_CP_3M,QTD_CP_6M,QTD_ACIONAMENTO_10D,QTD_ACIONAMENTO_1M,QTD_ACIONAMENTO_3M,QTD_ACIONAMENTO_6M,NU_DIAS_ATRASO,VALOR_CRELIQ,DIVIDA_ATUAL,RESPOSTA,QTD_PARCELAMENTO_3M,QTD_PARCELAMENTO_6M,QTD_PARCELAMENTO_12M,LIMITE,QTD_EXTRATOS,QTD_FX0_GERAL,QTD_FX1_GERAL,QTD_FX2_GERAL,QTD_FX0_3M,QTD_FX0_6M,QTD_FX1_3M,QTD_FX1_6M,QTD_FX2_3M,QTD_FX2_6M
0,0,0,0,0,0,2,8,3,7,31,94,382,1327.07,2563.6,0,0,0,0,1485,12,10,2,0,4,7,0,0,0,0
0,0,0,0,0,0,1,5,3,9,36,111,313,762.19,1315.52,0,1,1,1,1598,50,47,2,1,3,5,1,1,0,0
0,0,0,0,0,0,0,0,2,6,19,42,419,1010.36,2029.1,0,0,1,1,404,8,7,1,0,3,6,1,1,0,0
0,0,0,0,0,1,3,3,0,6,12,48,419,2128.92,4514.45,0,0,0,0,1618,6,6,0,0,4,6,0,0,0,0
0,0,0,0,0,0,1,1,2,5,17,21,321,7039.54,12079.39,0,1,2,2,5507,37,37,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,11,467,4424.55,10081.51,0,0,0,0,4131,44,42,2,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,1,9,27,37,504,1967.58,4921.29,0,0,0,0,1716,40,34,6,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,3,22,86,250,303,1382.64,2335.94,1,0,0,0,1061,6,6,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,1,4,4,4,347,1278.43,2334.37,0,1,2,2,1052,47,46,1,0,3,6,1,1,0,0
0,0,0,1,1,1,1,1,5,5,18,37,429,442.55,906.2,0,0,0,0,270,36,25,9,2,3,4,1,2,0,0
0,0,0,0,0,0,2,5,1,14,120,223,210,994.93,1405.85,0,1,1,2,591,58,49,8,1,2,4,1,2,1,1
0,0,0,0,0,0,0,0,3,5,13,18,400,1909.07,3819.1,0,0,0,0,562,10,7,2,1,2,4,1,2,1,1
0,0,0,0,0,0,0,2,4,7,26,93,301,1398.26,2307.91,0,0,0,3,539,30,24,6,0,2,4,2,3,0,0
0,0,0,0,0,0,1,1,0,25,40,62,483,3442.24,8265.56,0,1,1,1,2770,17,16,1,0,3,6,1,1,0,0
0,0,0,0,0,0,1,1,3,5,29,77,496,1598.29,3860.27,0,1,1,1,1201,5,4,1,0,3,5,1,1,0,0
0,0,0,0,0,0,2,11,1,10,37,119,314,1002.19,1729.74,0,0,0,0,711,5,4,1,0,2,4,2,2,0,0
0,0,0,0,0,0,2,3,1,26,163,321,231,577.4,849.85,0,1,1,1,564,57,46,10,1,3,5,0,1,1,1
0,0,0,1,0,0,0,2,0,0,29,70,348,740.64,1368.24,0,0,1,1,270,11,9,2,0,3,5,1,2,0,0
0,0,0,0,0,0,12,13,1,4,108,149,226,699.99,1010.46,0,0,0,0,381,8,7,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,1,8,26,57,494,2670.76,6551.57,0,0,0,0,2539,48,48,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,2,4,23,34,362,748.35,1390.56,0,1,1,1,522,8,7,1,0,3,6,1,1,0,0
0,0,0,0,1,3,4,4,22,61,105,525,207,483.07,641.45,0,0,0,0,528,19,18,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,0,6,36,60,455,2072.11,4712.22,0,0,0,0,1476,26,26,0,0,4,7,0,0,0,0
0,0,0,0,0,1,4,4,1,10,18,31,435,1331.16,2911.87,0,0,0,0,281,13,10,2,1,2,5,1,1,1,1
0,0,0,0,0,0,0,1,0,0,0,9,285,1472.47,2383.65,0,0,0,0,1254,30,26,4,0,3,5,1,2,0,0
0,0,0,0,0,0,0,2,2,7,22,91,465,3232.85,7099.29,0,0,0,0,1629,16,14,2,0,3,5,1,2,0,0
0,0,0,0,0,0,0,1,2,7,36,122,380,1022.51,1903.69,0,1,2,2,883,33,33,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,1,3,32,43,537,1031.19,2691.8,0,0,0,0,806,28,24,3,1,3,5,0,1,0,0
0,0,0,0,0,0,0,0,0,23,58,112,478,3115.17,7407.91,0,0,0,0,2246,17,15,2,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,1,24,71,140,262,1128.82,1761.13,0,0,0,0,618,4,2,2,0,2,3,2,2,0,0
0,0,0,0,0,0,3,4,2,7,24,34,363,3088.1,5873.54,0,2,3,5,2247,15,15,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,3,1,6,42,128,257,832.19,1285.8,0,1,1,1,562,3,2,1,0,3,3,1,1,0,0
0,0,0,0,0,2,5,14,2,15,45,111,233,2124.35,3138.89,0,0,1,2,1462,35,32,3,0,4,6,0,1,0,0
0,1,1,3,0,0,1,2,1,8,24,77,287,1369.78,2247.75,0,0,0,0,798,19,15,4,0,2,5,2,2,0,0
0,0,0,0,0,0,0,0,3,8,23,46,513,779.7,1942.61,0,0,0,0,437,43,36,5,2,3,6,1,1,0,0
0,0,0,0,0,3,4,8,19,119,202,449,219,1183.46,1698.44,0,1,1,1,674,7,7,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,9,10,10,10,242,717.03,1067.73,0,0,0,0,303,4,3,1,0,3,4,1,1,0,0
0,0,0,0,0,0,0,0,1,23,72,148,318,1072.76,1869.62,0,0,0,0,2444,17,17,0,0,4,7,0,0,0,0
0,0,0,1,0,0,5,6,2,18,119,267,215,780.9,1112.03,0,0,0,0,539,3,3,0,0,4,4,0,0,0,0
0,0,0,0,0,0,1,2,0,9,28,57,540,3178.13,8524.82,0,0,0,0,1694,41,38,3,0,3,6,1,1,0,0
0,0,0,0,0,0,1,1,8,11,34,121,241,771.09,1157.18,0,0,0,0,675,36,28,8,0,3,5,1,2,0,0
0,0,0,0,0,0,0,0,3,21,123,224,231,1049.24,1544.31,0,1,1,1,809,11,11,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,2,17,85,181,257,1395.45,2156.08,0,0,0,0,1019,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,2,2,0,3,27,83,268,797.79,1261.71,0,0,0,0,359,2,2,0,0,3,3,0,0,0,0
0,0,0,0,0,0,1,2,2,23,54,75,540,1840.33,4936.37,0,2,2,2,3045,47,42,5,0,4,6,0,1,0,0
0,0,0,0,0,0,1,1,0,20,38,70,450,2680.97,6037.91,0,0,0,0,1618,37,34,3,0,3,6,1,1,0,0
0,0,0,0,0,0,0,2,2,4,33,125,306,2991.66,4986.1,0,0,0,0,1942,45,45,0,0,4,7,0,0,0,0
0,0,0,0,0,0,1,1,7,21,182,352,285,1122.85,1817.69,0,1,1,1,769,27,27,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,12,16,42,44,290,522.67,854.37,0,0,0,0,549,8,7,1,0,4,6,0,1,0,0
0,0,3,3,0,0,1,1,3,5,22,25,506,2772.51,6814.38,0,1,1,1,1173,46,37,9,0,2,5,2,2,0,0
0,0,0,0,0,0,1,1,4,9,100,263,214,854.49,1191.11,0,0,1,1,1135,55,49,6,0,4,6,0,1,0,0
0,0,0,0,0,0,0,0,0,7,34,63,379,3545.37,6956.1,0,0,0,0,2980,48,48,0,0,4,7,0,0,0,0
0,0,0,0,0,1,1,1,2,4,4,4,285,496.45,803.65,0,0,0,0,1169,17,15,2,0,4,6,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,50,210,1487.61,2102.02,0,0,0,0,1052,50,45,4,1,4,7,0,0,0,0
0,0,0,0,0,0,0,0,1,3,4,7,526,199.29,491.73,0,0,0,0,539,1,1,0,0,2,2,0,0,0,0
0,0,1,2,0,0,7,11,11,13,121,258,196,2319.52,3158.78,0,2,2,5,2466,47,46,1,0,4,6,0,1,0,0
0,0,0,3,0,1,4,5,12,149,1592,1806,196,2110.3,2873.87,0,1,1,1,1182,32,31,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,3,7,31,66,253,3158.74,4595.31,0,2,2,2,1910,25,24,1,0,4,7,0,0,0,0
0,0,0,0,0,0,4,6,4,10,29,63,436,1412.92,3031.27,0,1,2,2,989,18,17,1,0,4,7,0,0,0,0
0,1,1,1,0,0,0,0,3,9,48,79,450,940.26,2117.6,0,0,0,0,466,25,25,0,0,4,7,0,0,0,0
0,0,0,0,0,0,1,1,3,7,21,84,388,838.06,1584.71,0,0,0,0,607,30,25,5,0,2,4,2,3,0,0
0,0,1,2,0,0,0,0,0,6,24,46,419,776.34,1646.25,0,0,0,0,487,5,5,0,0,4,6,0,0,0,0
0,0,0,0,0,0,0,0,7,18,18,18,247,6983.47,10500.56,0,0,0,0,4448,50,50,0,0,4,7,0,0,0,0
0,0,0,1,0,1,3,3,1,36,115,228,205,1386.54,1940.27,0,0,0,1,1075,25,22,3,0,4,6,0,1,0,0
0,0,0,0,0,0,0,0,0,0,2,2,450,2609.91,5877.88,0,0,0,0,1969,39,34,5,0,2,5,2,2,0,0
0,0,1,1,1,2,5,5,5,7,28,36,331,2413.33,4222.33,0,1,2,2,2133,51,50,1,0,3,6,1,1,0,0
0,0,0,0,0,1,1,1,1,7,32,39,495,784.88,1826.99,0,1,1,1,506,9,5,3,1,3,4,1,2,0,1
0,0,0,0,0,0,0,0,2,21,74,190,313,1632.96,2818.42,0,1,1,1,1600,46,45,1,0,4,7,0,0,0,0
0,0,0,0,0,0,0,1,1,5,30,55,528,15265.28,39157.62,0,1,1,1,6389,25,23,2,0,2,5,2,2,0,0
0,0,0,0,0,0,1,5,0,3,44,230,342,1520.94,2750.36,0,0,0,0,303,24,19,4,1,3,5,1,2,0,0
0,0,0,0,0,0,0,0,9,15,15,15,347,1040.16,1899.29,0,0,0,0,490,2,2,0,0,3,3,0,0,0,0
0,0,0,0,0,0,2,2,0,13,134,155,252,741.72,1126.16,0,0,0,0,270,7,3,3,1,2,3,1,3,1,1
0,0,0,0,0,1,2,2,2,21,43,60,414,1635.83,3435.31,0,1,2,3,1254,50,49,1,0,3,6,1,1,0,0
0,0,0,2,0,0,2,2,1,10,36,79,261,3243.67,5060.64,0,0,0,0,2264,22,20,2,0,3,6,1,1,0,0
0,0,0,0,0,0,2,10,1,4,22,65,482,5926.81,13903.69,0,1,2,2,2476,46,38,7,1,3,4,1,2,0,1
0,0,0,0,0,0,0,0,4,53,141,263,276,886.37,1421,0,0,0,0,736,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,1,1,0,7,40,120,266,2464.75,3882.92,0,0,0,0,1821,39,38,1,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,0,15,33,33,257,317.93,487.43,0,0,0,0,440,6,5,1,0,3,6,1,1,0,0
0,0,0,0,0,0,1,2,1,4,15,27,389,1050.4,2101.34,0,1,2,2,637,28,20,6,2,2,3,1,3,1,1
0,0,0,0,0,0,0,0,3,29,86,145,323,1822.42,3207.11,0,1,2,2,1416,23,23,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,1,11,15,15,24,311,2432.33,4141.42,0,0,0,0,926,43,38,5,0,2,5,2,2,0,0
0,0,0,0,0,0,0,0,0,1,1,4,531,302.99,754.89,0,0,0,0,270,9,7,2,0,3,5,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,4,495,544.43,1264.83,0,0,1,1,337,28,23,4,1,3,4,0,1,0,1
0,0,0,0,0,0,0,0,5,9,9,9,262,2055.24,3181.67,0,0,0,0,1346,40,34,6,0,2,5,2,2,0,0
0,0,0,0,0,0,2,3,11,15,76,115,231,1034.91,1508.51,0,0,0,0,408,7,6,1,0,3,6,1,1,0,0
0,0,1,1,0,0,1,11,0,5,34,73,282,1135.35,1845.07,0,0,0,0,989,20,17,3,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,0,23,74,139,266,1154.26,1818.39,0,1,2,2,1043,55,52,3,0,3,5,1,2,0,0
0,0,0,0,0,0,1,2,4,6,47,109,240,5930.66,8695.18,0,0,0,0,4136,54,54,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,2,5,27,31,512,886.47,2208.63,0,0,0,0,458,40,35,5,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,2,7,32,93,301,3626.25,5985.33,0,0,0,0,2253,23,23,0,0,4,7,0,0,0,0
0,0,0,2,0,0,1,10,1,4,19,164,306,1115.12,1880.33,0,0,1,1,270,9,6,3,0,2,5,2,2,0,0
0,0,0,0,0,0,0,0,6,32,101,149,353,1290.61,2407.51,0,1,1,1,1276,10,7,3,0,3,4,1,3,0,0
0,0,0,0,0,2,4,6,2,14,45,112,232,940.25,1383.9,0,0,0,0,529,9,9,0,0,4,7,0,0,0,0
0,0,1,2,0,0,1,2,3,4,14,18,299,232.06,368.43,0,1,1,1,1270,52,48,3,1,2,4,1,2,1,1
0,0,0,0,0,0,0,0,0,1,41,167,222,724.28,992.11,0,0,0,1,657,40,33,6,1,4,6,0,1,0,0
0,0,0,0,0,0,2,7,1,7,31,124,283,1865.66,3031.9,0,1,1,1,1022,10,9,1,0,4,6,0,1,0,0
0,0,0,0,0,0,0,0,14,19,34,79,336,2223.44,3928.07,0,0,0,0,1189,20,20,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,2,5,17,83,429,1026.81,2102.57,0,1,1,1,1411,19,16,3,0,2,4,2,3,0,0
0,1,1,1,0,0,0,0,2,4,24,52,255,3601.85,5436.93,0,2,2,3,2279,44,42,1,1,3,5,0,1,1,1
0,0,0,0,0,0,0,0,1,5,21,33,410,1556.39,3174.64,0,0,0,0,656,16,11,4,1,2,3,1,1,0,0
0,0,0,3,0,0,2,5,3,23,56,178,200,1921.67,2663.13,0,1,1,1,1097,32,31,1,0,3,6,1,1,0,0
0,0,0,0,0,0,1,2,0,0,5,8,389,3376.04,6623.89,0,0,0,0,1745,36,33,3,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,10,28,95,159,258,389.56,571.16,0,0,0,0,169,5,4,1,0,3,4,1,1,0,0
0,0,0,0,0,0,1,1,0,22,65,93,474,1762.75,4151.34,0,2,2,2,876,9,9,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,4,6,7,12,226,760.18,1097.35,0,0,0,0,270,14,13,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,0,1,1,1,226,1727.07,2493.08,0,1,1,1,1803,6,6,0,0,4,4,0,0,0,0
0,0,0,1,0,0,2,3,1,12,32,54,343,1150.75,2105.33,0,0,0,0,755,8,8,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,7,25,45,187,190,805.07,1094.24,0,0,0,0,922,26,24,2,0,4,6,0,1,0,0
0,0,0,0,0,0,0,0,1,2,26,28,280,9700.52,15551.51,0,0,0,1,3155,49,39,10,0,2,5,2,2,0,0
0,0,0,0,0,0,0,0,1,6,30,55,328,3294.01,5853.42,0,1,1,1,2526,45,45,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,0,22,23,32,434,429.34,886,0,0,0,0,270,4,4,0,0,4,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11,262,268.62,415.84,0,0,0,0,270,19,11,6,2,2,3,1,2,0,0
0,0,0,0,0,0,0,2,0,7,48,74,419,731.66,1551.52,0,0,0,0,351,4,4,0,0,4,4,0,0,0,0
0,0,1,4,0,0,0,0,4,11,12,111,227,1377.38,1905.12,0,2,2,2,2186,55,51,2,2,2,5,1,1,1,1
0,0,0,0,0,1,3,3,2,7,29,42,502,2003.29,4885.67,0,0,0,0,1124,2,2,0,0,3,3,0,0,0,0
0,0,1,1,0,0,0,0,2,3,15,23,434,1098.37,2271.06,0,1,2,2,879,31,29,2,0,4,5,0,2,0,0
0,0,0,0,0,0,0,0,1,5,27,77,290,6178.73,9982.76,0,0,0,0,4236,32,32,0,0,4,7,0,0,0,0
0,0,0,0,0,1,1,1,18,91,205,380,188,1469.35,1985.51,0,0,0,0,1432,2,2,0,0,3,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,22,30,311,324.34,552.24,0,0,0,0,270,26,16,7,3,2,2,0,0,0,0
0,0,0,0,0,0,1,4,0,19,35,76,509,1878.45,4744.2,0,1,2,2,1298,45,42,3,0,3,5,1,2,0,0
0,0,0,0,0,0,0,0,6,6,6,6,380,489.98,910.46,0,1,1,1,1552,47,43,4,0,3,6,1,1,0,0
0,0,0,0,0,0,1,1,2,19,35,45,455,1330.3,3025.27,0,0,0,0,869,26,20,6,0,3,6,1,1,0,0
0,0,0,1,1,1,1,2,9,13,35,56,390,1984.7,3894.02,0,0,0,0,501,29,28,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,1,4,37,70,527,5897.54,15128.03,0,1,1,1,4320,21,18,3,0,3,5,1,2,0,0
0,0,0,0,0,0,1,1,1,8,43,82,436,2069.01,4438.84,0,0,0,0,1652,16,16,0,0,4,4,0,0,0,0
0,0,0,0,0,0,1,1,1,4,22,28,517,879.39,2212.38,0,0,0,0,297,12,9,2,1,2,4,1,2,1,1
0,0,1,1,0,0,0,2,1,8,30,114,297,888.36,1486.36,0,0,1,1,1607,50,46,3,1,2,4,1,2,1,1
0,0,0,2,0,0,1,3,4,9,38,66,283,743.53,1208.31,0,0,0,0,225,12,8,3,1,2,3,1,3,1,1
0,0,0,0,0,0,0,0,2,10,64,124,226,1009.03,1470.79,0,0,0,0,1430,40,36,3,1,4,6,0,1,0,0
0,0,0,0,0,0,0,0,2,5,27,51,445,3971.36,8670.37,0,1,1,1,867,24,22,2,0,2,5,2,2,0,0
0,0,0,0,0,0,0,0,9,40,92,264,352,1432.09,2640.47,0,0,0,0,942,24,24,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,2,6,44,116,431,2386.54,5070.58,0,0,0,0,1222,30,22,7,1,2,3,1,3,1,1
0,0,0,0,0,0,0,0,0,3,3,3,285,1762.24,2852.72,0,0,0,0,1188,30,30,0,0,4,7,0,0,0,0
0,0,0,0,0,0,1,2,2,2,42,69,226,1059.02,1528.73,0,0,0,0,769,51,42,7,2,4,7,0,0,0,0
0,0,0,0,0,0,0,0,3,4,8,16,242,461.94,687.88,0,0,0,0,270,6,6,0,0,4,7,0,0,0,0
1,1,1,1,1,1,1,1,5,7,7,7,226,1608.28,2321.61,0,0,1,1,1115,22,22,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,2,9,25,121,434,2642.12,5463.02,0,0,0,0,2538,15,11,4,0,2,4,2,3,0,0
0,0,0,0,0,0,1,2,5,14,35,51,359,776.64,1462.89,0,0,0,0,336,17,16,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,1,11,51,124,271,899.54,1430.94,0,2,2,2,270,12,10,2,0,2,5,2,2,0,0
0,0,1,1,0,0,0,0,1,12,32,144,323,1620.48,2851.75,0,0,0,2,910,24,22,2,0,3,5,1,2,0,0
0,0,0,0,0,0,0,1,0,78,326,481,195,1510.85,2073.56,0,0,0,0,1373,14,14,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,0,2,2,2,301,1245.83,2080.42,0,0,0,0,3291,34,34,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,1,4,4,30,439,438.73,916,0,0,0,0,337,41,28,11,2,3,5,1,2,0,0
0,0,0,0,0,0,0,0,2,6,35,40,532,987.51,2557.81,0,1,1,1,2730,39,38,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,3,5,30,151,219,639.75,918.13,0,0,0,0,742,3,3,0,0,4,4,0,0,0,0
0,0,0,0,0,0,0,0,1,6,24,52,374,1315.2,2555.52,0,2,2,2,1912,48,47,1,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,1,2,11,66,434,224,462.26,1,0,0,0,381,24,14,9,1,2,3,1,2,0,0
0,0,0,1,0,0,0,0,1,11,57,114,329,345.6,581.62,0,0,0,0,270,21,16,5,0,2,5,2,2,0,0
0,0,0,0,0,0,0,0,3,7,16,45,362,1635.69,3039.38,0,0,0,0,1455,29,25,4,0,4,7,0,0,0,0
0,0,0,0,0,0,1,1,0,5,23,87,324,1052.91,1852.92,0,0,0,0,840,13,13,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,9,11,11,12,316,557.75,958.93,0,0,0,0,270,2,2,0,0,3,3,0,0,0,0
0,0,0,0,0,0,0,0,3,4,20,27,355,2383.53,4369.19,0,0,0,0,1649,6,6,0,0,4,7,0,0,0,0
0,0,0,0,0,0,1,3,1,10,33,65,535,2686.67,7136.91,0,1,1,1,502,26,22,3,1,3,4,1,2,0,1
0,0,1,2,0,0,0,0,3,12,51,146,221,1475.55,2130.01,0,1,1,1,1197,22,21,1,0,3,6,1,1,0,0
0,0,1,2,0,0,2,4,2,14,30,119,231,1112.62,1637.61,0,0,0,0,1033,52,49,3,0,2,4,1,1,0,0
0,0,1,2,0,0,1,1,0,9,24,59,236,1218.09,1810.34,1,1,1,1,2488,57,54,3,0,3,6,1,1,0,0
0,0,1,1,0,0,1,1,0,0,21,79,285,748.49,1197.63,1,1,1,1,270,11,9,2,0,2,4,2,2,0,0
0,0,0,0,0,0,0,0,0,27,44,59,425,3511.81,7519.6,0,1,2,3,1685,15,9,4,2,2,3,1,2,1,2
0,0,0,1,3,4,4,6,9,13,34,61,311,1403.33,2389.38,0,0,0,0,967,18,18,0,0,4,7,0,0,0,0
