QTD_CPC_10D,QTD_CPC_1M,QTD_CPC_3M,QTD_CPC_6M,QTD_CP_10D,QTD_CP_1M,QTD_CP_3M,QTD_CP_6M,QTD_ACIONAMENTO_10D,QTD_ACIONAMENTO_1M,QTD_ACIONAMENTO_3M,QTD_ACIONAMENTO_6M,NU_DIAS_ATRASO,VALOR_CRELIQ,DIVIDA_ATUAL,RESPOSTA,QTD_PARCELAMENTO_3M,QTD_PARCELAMENTO_6M,QTD_PARCELAMENTO_12M,LIMITE,QTD_EXTRATOS,QTD_FX0_GERAL,QTD_FX1_GERAL,QTD_FX2_GERAL,QTD_FX0_3M,QTD_FX0_6M,QTD_FX1_3M,QTD_FX1_6M,QTD_FX2_3M,QTD_FX2_6M
0,0,0,0,0,0,0,0,1,2,5,5,221,648.33,926.83,0,0,0,0,225,3,2,1,0,3,3,1,1,0,0
0,0,0,0,0,0,0,0,1,6,25,33,467,3890.53,8864.72,0,0,1,1,2089,38,35,3,0,1,4,3,3,0,0
0,0,0,1,0,0,4,9,4,12,91,213,347,2217.94,4049.9,0,0,1,1,730,34,32,2,0,3,6,1,1,0,0
0,0,0,0,0,0,1,11,6,28,55,174,287,841.56,1380.98,0,1,1,1,667,26,24,2,0,3,5,1,2,0,0
0,0,0,0,0,0,4,5,1,38,127,204,210,1146.61,1620.18,0,0,0,0,1122,29,29,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,2,8,19,41,389,1854.08,3637.75,0,1,1,1,730,46,40,6,0,3,5,1,2,0,0
0,0,0,0,0,0,0,0,2,6,13,73,288,763.56,1188.97,0,1,1,2,1715,16,13,3,0,3,5,1,2,0,0
0,0,0,0,1,1,1,2,5,8,37,58,255,2031.8,3066.97,0,2,2,2,1694,53,41,9,3,2,4,1,2,1,1
0,0,0,0,0,0,1,1,0,7,30,49,429,1601.47,3455.87,0,1,1,1,1053,9,9,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,3,15,46,116,128,251,714.51,1093.3,0,1,1,1,715,56,55,1,0,4,7,0,0,0,0
0,0,0,0,0,0,1,2,1,11,63,185,288,1159.91,1903.37,0,0,0,0,921,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,1,8,4,21,54,111,343,1820.55,3330.74,0,0,0,0,1456,39,39,0,0,4,7,0,0,0,0
0,0,1,1,0,0,0,0,9,9,50,94,253,354.53,514.76,0,0,0,0,270,10,7,2,1,4,6,0,1,0,0
0,0,0,0,0,0,0,0,0,3,92,213,301,944.27,1576.84,0,0,1,1,472,8,6,1,1,2,5,1,1,1,1
0,0,0,0,0,0,0,0,12,13,13,13,347,1068.49,1951.04,0,0,0,0,585,4,4,0,0,4,5,0,0,0,0
0,0,0,0,1,1,1,1,6,6,9,26,208,679.11,937.49,0,0,0,0,337,14,10,4,0,2,4,2,3,0,0
0,0,0,0,0,0,0,0,3,6,28,84,426,1618.38,3405.28,0,0,0,0,535,30,27,3,0,3,6,1,1,0,0
0,0,1,3,0,0,1,5,1,3,52,133,208,647.35,909.4,0,1,1,1,770,4,2,2,0,2,3,2,2,0,0
0,0,0,0,0,0,2,3,20,43,114,318,196,299.55,389.36,0,1,1,1,270,10,8,2,0,3,5,1,2,0,0
0,0,0,0,0,0,2,3,1,13,58,163,207,1729.64,2429.82,0,0,0,0,1124,5,5,0,0,4,6,0,0,0,0
0,0,0,0,0,0,1,5,1,10,21,52,419,1197.98,2540.36,0,0,0,0,343,34,31,3,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,2,9,30,38,331,1875.87,3282,0,0,1,1,742,26,23,2,1,2,4,1,2,1,1
0,0,0,0,0,0,0,0,0,4,208,353,205,1823.94,2527.7,0,0,0,0,657,29,20,8,1,2,3,1,3,1,1
0,0,0,0,0,0,0,0,1,5,11,17,388,530.17,1002.52,0,0,0,0,1053,27,26,1,0,4,7,0,0,0,0
0,0,0,0,0,0,1,1,1,56,148,278,293,932.82,1545.66,0,0,0,0,682,1,1,0,0,2,2,0,0,0,0
0,0,0,0,0,0,0,0,2,8,22,30,365,690.75,1246.69,0,0,1,1,391,15,12,3,0,3,5,1,2,0,0
0,0,0,0,0,0,0,0,1,17,65,133,267,840.09,1323.46,0,1,1,1,607,10,6,4,0,2,4,2,3,0,0
0,0,0,0,0,1,4,5,0,10,37,167,261,1133.76,1768.85,0,1,2,4,1128,35,32,2,1,2,5,1,1,1,1
0,0,0,0,0,0,0,4,1,1,1,23,526,320,789.57,0,1,1,1,270,10,8,2,0,4,6,0,1,0,0
0,0,0,0,0,0,0,0,0,0,2,52,363,2228.33,4238.25,0,0,0,0,2774,47,45,2,0,4,7,0,0,0,0
0,1,2,2,0,0,0,2,0,1,10,73,323,3116.36,5484.21,0,0,0,1,1685,35,30,5,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,0,0,18,79,370,455.02,829.25,0,0,0,0,270,7,6,1,0,4,6,0,1,0,0
0,0,0,0,0,0,0,1,2,7,27,56,318,625.52,1090.16,0,0,0,0,297,20,17,3,0,3,4,1,3,0,0
0,0,2,2,0,2,2,2,0,8,30,112,318,1165.9,2031.93,0,0,0,0,674,2,2,0,0,3,3,0,0,0,0
0,0,0,0,0,0,0,0,18,18,73,343,195,635.7,854.01,0,0,0,0,270,5,4,1,0,3,5,1,1,0,0
0,0,0,0,0,0,0,0,1,11,29,59,509,1396.78,3527.69,0,0,0,0,1590,43,40,3,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,2,2,2,2,216,662.71,938.24,0,0,0,0,348,3,3,0,0,4,4,0,0,0,0
0,0,0,0,0,1,3,4,0,10,37,88,328,2468.72,4386.89,0,1,1,1,1744,44,30,14,0,3,6,1,1,0,0
0,1,1,1,0,1,1,3,1,3,46,80,229,630.51,904.87,0,0,0,0,337,12,12,0,0,2,4,0,0,0,0
0,0,0,0,0,0,0,0,1,3,20,25,370,189.17,344.74,0,0,0,0,270,5,3,1,1,1,1,0,0,0,1
0,0,0,3,0,0,0,0,1,25,86,92,201,2438.6,3353.35,0,0,1,1,1678,30,29,1,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,8,23,62,64,404,531.54,1094.79,0,0,0,0,1093,39,35,4,0,4,6,0,1,0,0
0,0,0,1,0,0,0,1,0,9,13,48,362,1756.16,3263.24,0,0,0,1,955,46,37,8,1,2,4,1,2,1,1
0,0,0,0,0,0,0,1,0,0,19,135,219,2271.35,3259.72,0,0,0,0,1519,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,1,3,3,39,526,279.11,688.69,0,0,0,0,270,1,1,0,0,2,2,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,34,222,696.18,953.62,1,0,0,0,771,55,46,9,0,3,5,1,2,0,0
0,0,0,0,0,0,0,1,1,10,88,223,227,1126.35,1641.79,0,0,0,0,1067,3,3,0,0,4,4,0,0,0,0
0,0,2,2,0,0,0,3,2,18,59,174,261,1505.97,2349.54,0,1,1,2,1096,39,37,2,0,4,6,0,1,0,0
0,0,0,0,1,3,3,3,3,18,70,106,514,967.88,2468.31,0,0,0,0,270,16,10,6,0,3,5,1,2,0,0
0,0,0,0,0,0,0,0,0,6,25,102,237,881.16,1309.58,0,0,0,0,578,15,15,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28,69,211,1221.42,1712.53,0,1,1,1,1127,36,28,8,0,3,4,1,3,0,0
0,0,0,0,0,0,0,1,2,5,29,51,502,1867.61,4554.75,0,1,1,1,1434,11,10,1,0,4,7,0,0,0,0
1,1,5,5,0,0,0,0,4,4,22,28,270,1997.09,3103.7,0,2,3,3,2506,29,28,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,2,5,18,27,421,1008.78,2102.08,0,0,0,0,748,37,29,8,0,4,6,0,1,0,0
0,0,1,5,0,0,1,2,2,3,13,50,243,747.09,1065.96,0,0,0,0,270,15,12,3,0,3,6,1,1,0,0
0,0,0,0,0,0,2,2,0,5,37,50,290,2233.8,3651.38,0,0,0,0,1525,28,27,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,2,30,93,115,440,1345.36,2971.65,0,0,0,1,787,24,23,1,0,4,7,0,0,0,0
0,1,3,5,0,0,0,2,1,4,23,38,419,3488.97,7398.48,0,0,1,3,1256,51,49,1,1,2,5,1,1,1,1
0,0,0,0,0,0,0,0,0,9,27,53,398,3359.38,6838.98,0,0,0,1,2279,39,39,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6,16,381,1102.69,2130.13,0,0,1,1,2191,43,41,2,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,4,46,123,150,450,2193.25,4939.49,0,1,1,1,433,29,24,5,0,3,4,1,3,0,0
0,0,0,0,0,0,0,0,1,4,24,50,528,1624.57,4167.26,0,0,1,1,1124,19,17,1,1,4,5,0,1,0,1
0,0,0,0,0,0,1,1,0,12,49,98,330,1228.79,2192.03,0,0,0,0,761,3,3,0,0,4,4,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,1,280,2748.87,4406.88,0,0,0,0,4147,49,49,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,2,2,18,64,144,251,3420.94,5234.54,0,2,2,4,5618,57,56,1,0,4,6,0,1,0,0
0,0,0,0,0,0,0,0,3,5,20,87,421,5530.15,11523.66,0,0,1,1,719,31,24,6,1,3,4,1,2,0,1
0,0,0,1,0,1,4,5,3,17,65,100,353,1304.97,2434.29,0,0,0,0,1847,32,31,1,0,3,6,1,1,0,0
0,0,0,0,0,0,1,1,2,13,35,78,389,866.56,1733.56,0,0,0,0,270,8,7,1,0,3,6,1,1,0,0
0,0,0,0,3,4,4,4,8,11,12,13,221,468.46,669.71,0,0,0,0,225,4,3,1,0,3,4,1,1,0,0
0,0,0,0,0,1,1,5,2,23,66,168,249,929.13,1413.45,0,0,0,0,629,3,3,0,0,4,4,0,0,0,0
0,0,0,0,0,0,0,0,7,27,79,157,285,2885.48,4671.04,0,2,3,4,3437,48,47,1,0,4,6,0,1,0,0
0,0,0,0,0,0,1,1,1,14,49,183,262,862.37,1345.44,0,0,0,0,351,20,15,4,1,2,4,1,2,1,1
0,0,0,0,1,1,1,1,4,7,16,21,346,1020.33,1837.92,0,0,0,2,270,22,16,5,1,2,3,1,2,1,1
0,0,0,0,0,0,0,0,2,2,343,351,343,1734.24,3172.82,0,2,3,5,2413,51,51,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,1,10,30,83,125,253,441.84,641.54,0,0,0,0,565,17,16,1,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,1,1,99,102,262,1103.96,1709.01,0,1,2,2,616,17,17,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,1,14,41,115,276,785.22,1258.84,0,0,0,0,512,15,12,3,0,2,5,2,2,0,0
0,0,0,0,0,0,0,0,1,3,3,4,490,287.47,661.4,0,0,0,0,818,41,35,5,1,2,4,1,2,1,1
0,0,0,0,0,0,0,0,4,7,9,9,497,2568.71,6204.07,0,1,1,1,2054,32,31,1,0,4,7,0,0,0,0
0,0,0,2,0,0,0,5,5,23,43,133,193,1230.84,1679.45,0,0,0,0,963,5,4,1,0,3,5,1,1,0,0
0,0,0,0,0,0,0,0,0,0,24,170,213,934.38,1325.44,0,1,1,1,764,8,6,2,0,3,4,0,2,0,0
0,0,0,0,0,0,2,2,1,7,27,56,435,1232.56,2696.19,0,0,0,0,1090,38,32,6,0,2,4,2,3,0,0
0,1,1,1,0,1,2,3,0,17,54,253,219,1174.01,1684.88,0,0,0,0,768,1,1,0,0,2,2,0,0,0,0
0,0,0,0,0,1,1,1,0,3,8,17,434,506.34,1044.9,0,1,2,2,749,29,25,4,0,2,4,2,3,0,0
0,0,0,0,0,0,0,0,1,5,16,22,431,2938.04,6242.35,0,2,2,2,2210,43,43,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,3,11,17,20,290,6979.16,11275.99,0,1,1,2,3478,53,53,0,0,4,7,0,0,0,0
0,0,0,0,0,0,3,4,5,31,195,344,221,5716.57,8252.07,0,2,2,2,3837,54,52,2,0,3,5,1,2,0,0
0,0,0,0,0,0,0,0,2,5,30,171,485,2077.89,4743.75,0,0,0,0,1100,40,39,1,0,3,6,1,1,0,0
0,0,0,0,0,2,2,2,0,15,51,81,428,3219.36,6947.16,0,0,0,0,1728,11,11,0,0,3,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,16,86,201,1497.25,2058.89,0,1,1,1,825,48,46,2,0,3,5,1,2,0,0
0,0,0,0,0,0,0,1,2,2,26,64,358,597.09,1124.69,0,0,1,1,337,10,8,2,0,3,6,1,1,0,0
0,0,0,0,0,0,0,1,0,0,49,149,247,2069.1,3111.17,0,0,0,0,2921,34,34,0,0,1,4,0,0,0,0
0,0,0,0,0,0,0,1,1,18,102,244,213,1080.44,1532.62,1,0,0,0,826,6,6,0,0,3,6,0,0,0,0
0,0,0,0,0,0,0,0,2,7,28,40,371,1063.62,2015.15,0,0,0,0,787,48,44,4,0,2,5,2,2,0,0
0,0,0,0,0,0,0,0,0,5,7,7,280,748.06,1199.26,0,0,0,0,303,3,2,1,0,3,3,1,1,0,0
0,0,0,0,0,0,0,2,0,88,496,725,242,656.43,977.48,0,0,0,0,591,14,13,1,0,4,7,0,0,0,0
0,0,2,2,0,0,0,0,0,9,32,45,424,2933.55,6281.4,0,1,1,1,1280,21,18,3,0,2,3,0,2,1,1
0,0,0,0,0,0,3,5,1,1,21,29,528,2207.35,5662.16,0,1,1,1,2275,6,6,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,1,3,4,38,408,367.3,720.66,0,0,0,0,573,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,7,55,89,341,1277.48,2323.61,0,0,0,0,864,3,3,0,0,4,4,0,0,0,0
0,0,1,1,0,0,0,1,24,133,158,314,269,1941.33,3070.24,0,0,0,0,1348,3,3,0,0,4,4,0,0,0,0
0,0,0,0,0,0,0,0,0,36,67,81,478,3279.33,7798.27,0,0,1,2,2137,32,32,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,7,12,34,37,344,578.34,1002.08,0,0,0,0,989,14,13,1,0,3,6,1,1,0,0
0,0,0,0,1,1,3,3,2,14,45,140,239,1381.73,2061.53,0,0,0,0,843,2,2,0,0,3,3,0,0,0,0
0,0,0,0,0,0,1,5,0,26,112,277,203,1508.47,2098.64,0,0,0,0,843,1,1,0,0,2,2,0,0,0,0
0,0,0,0,1,1,1,3,18,92,214,370,188,884.49,1195.2,0,0,0,0,337,3,2,1,0,2,3,1,1,0,0
0,0,0,0,0,0,0,2,1,2,2,7,257,596.36,914.29,0,0,0,0,270,8,6,2,0,3,5,1,1,0,0
0,0,0,0,0,0,0,0,2,8,29,41,511,597.18,1431.18,0,0,0,0,375,45,39,6,0,4,6,0,1,0,0
0,0,0,0,1,2,2,2,17,76,80,374,297,2785.78,4661.02,0,0,0,0,2212,49,47,1,1,2,5,1,1,1,1
0,0,0,0,0,0,0,0,2,7,44,74,265,240.42,357.3,0,0,0,0,506,2,2,0,0,3,3,0,0,0,0
0,0,0,0,0,0,0,0,2,29,103,158,282,1426.57,2318.34,0,1,1,1,1271,54,52,2,0,3,6,1,1,0,0
0,0,0,0,0,0,1,1,4,8,101,141,229,570.31,818.48,0,1,2,2,270,6,5,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,0,2,2,2,280,1604.63,2572.48,0,2,2,3,1062,23,19,4,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,0,0,26,36,275,773.62,1228.25,1,0,0,0,270,21,18,3,0,2,4,2,3,0,0
0,0,0,0,0,0,0,0,2,16,65,94,540,1794.04,4812.22,0,0,0,0,506,12,11,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,3,0,0,0,71,290,1255.73,2028.84,0,1,1,1,2190,51,49,2,0,4,6,0,1,0,0
0,0,0,2,0,0,1,3,0,3,29,80,531,1307.71,3264.47,0,0,0,0,1101,24,14,7,3,2,4,1,2,1,1
0,0,0,1,0,1,1,4,26,69,142,334,184,1139.01,1530.19,0,0,1,1,944,32,30,2,0,3,5,1,2,0,0
0,0,0,0,0,0,0,0,8,14,14,14,191,930.62,1255.09,1,1,1,1,539,3,2,1,0,3,3,1,1,0,0
0,1,1,1,0,0,0,1,1,13,62,102,210,1358.76,1919.96,0,0,0,0,1318,38,29,7,2,4,6,0,1,0,0
0,0,0,0,0,0,0,0,0,5,118,256,242,459.83,684.73,0,0,0,0,491,10,8,1,1,3,3,0,0,0,0
